sentence,profane,,
aram ngata space muro wara ngata muya dukot dukot ka pato,1,,
gusto kulang tanganing saldok sanang saldok pag kakanon nasa hampangan dai ka kayan madidihado ihapot mupa pato yaaay,1,,
sardinas tios daa iyo sabihon ta tios ta barato pero jan kami nakaka survive liniti ka,1,,
dating presidente rodrigo duterte inapod bangag presidente marcos asin tinutuyaw an administrasyon siring planong pagenmienda kan constitution asin nagkapera isyu maging an saiyang aking alcalde ciudad nin davao contra ki pbbm,1,,
nagkapera man paratukdo an nagsabi tama sanang isikwal an pagnombra nin politico saindang ahencia huli ta ginagamit pa ambisyon politica mantang an cuarta hali caja kan gobierno,1,,
mientras tanto deped regional director gilbert sadsad nagpahayag man an paghilig ni duterte gabinete saindang pigrerespeto,1,,
mayo ibang padudumanang ibang dalan dating bise president abogada leni robredo kundi an magdalagan para kargong pagka alkalde kan syudad nin naga,1,,
ini an saiyang kasimbagan kahapotan koneksyon bareta mapadapit saiyang tutukawan pwesto komo sekretarya kan departamento de edukasyon enkaso itangro ini saiya ni presidente ferdinand marcos jr,1,,
paghampang niya kagawad kan local media pigsabi ni robredo an saiyang direskyon iyo an magaspirar pwestong alkalde kan syudad,1,,
pigsabi pa ni robredo sarado ini iba suhestyon magdalagan para kargong senador,1,,
dugang pa ni robredo magigibo kaining anunsyar opisyalmente manungod saiyang pagdalagan oras makapaaram ini gabos personang kinaaraman saiyang kalakawan,1,,
saro digdi an angat buhay program susug saiya kaipuhan niya nguna makipagolay siring kan nagibo kaini liberal party magin ki alkalde nelson legacion napabaretang madalagan kargong diputado para tercer distrito kan camarines sur,1,,
mientrastanto noel de luna famosong negosyante asin amigo ni robredo nagsabi kan nakalihis semana posible ining madalagan pagka alkalde kan naga,1,,
kan ihapot ini ki robredo nagsimbag gabos diretso magdalagan para pagka alkalde alagad nangapodan ini magkasararo tanganing pakarhayon an an dapat pakarhayon,1,,
marurumdoman sarong surat an pigpadara ni robredo ki legacion asin miembros kan sangguniang panlungsod laman an nagkapirang isyus payroll kan stl halangkaw bidding fee kontraktor magin suboot anomaliya imbwelto sinda abogado paul john barossa asin city engr alexander caning,1,,
arog kan enot libreng kasalan kan nagtalikod taon an kasalang bayan kan nakaagin semana banwaan ini an liwat nagin bongga alagad solemne,1,,
ini pagmawot ni alkalde jerold b peña mamantenir an solemnedad kan okasyon tahaw kan eleganteng actividad kun saen pinagsaro an puso kan magkapareha iguang basbas kan sacramento nin matrimonio,1,,
manonotaran ginigibong traditional kasalang bayan manibaibang lugar nawawara an solemnidad kan okasyon huli presencia asin pakikisawsaw kan politico nagmamawot nin publicidad asin interes personal,1,,
mientrastanto an magpartner iba an relihiyon ikinasal man sarong civil wedding ceremony oficina ni alkalde peña nagserbing mahiwas asin maadornong reception hall iyo an ikaduwang eskalon kan edificio municipal kan san jose partido,1,,
an padis pigkasal pigregalohan ni alkalde peña nin tigsararong sakong bagas asin tigrilimang kilong karneng orig asin manok apwera pa souvenir items,1,,
envez politico an mayor nagatendir kasalan asin reception hall an nagin presente iyo an ninong asin ninang kapamilya local oficiales asin nagkakapirang bisita,1,,
an pagdistribuer kan ini ginibo sarong aldaw antes kan kaaldawan kan mismong kasalang bayan tanganing magin simple dae makaribaraw eksena asin mayong halong publicidad pampolitica,1,,
an libreng kasalang bayan pinagmawot kan alkalde para magkapareha mayong capacidad financial boot maglaog sacramento nin matrimonio,1,,
pinaaprobetsar man kaini an naglive in tanganing magin legal an pagiiribaha nninda siring man tanganing magin lehitimo an saindang aki,1,,
an babayadan documentos pagkasal singil simbahan asin handa reception hall an pigasumer kan local gobyerno paagi ni alkalde peña,1,,
an alkalde sarong reliyosong lider kun kaya pinagmarhay niya magpasairarom sacramento nin matrimonio an magkaparehang nagkakaminootan,1,,
kada vez man igua siyang pigkakasal civil wedding saiyang pigaavisohan an magagom magpakasal man giraray saindang simbahan kinakabalihan,1,,
nanotaran an magayon asin naghitsurang eleganteng reception hall an adorno asin pagkakan pinagpreparar kan sarong pangaran caterer partido area,1,,
pitsur kan baby ngunyan socialon pa photo shoot pa kang aki kami naka hubang plos kalay kalay pa pisot,1,,
maray ngani kon picture iba wara lamng ki ebidensya kang nunuon pa,1,,
kapag nauuyam partner suyoon bako itong kapag nauuyam sya nauuyam kaman lintian ka,1,,
maski gibuhon perming masasabi saimo ibang tawo kaya eenjoy nlang an buhay pabayaan sinda magka tirigbak,1,,
aber matali ka talaga masunod mars,1,,
buhay ini pwede kang mauyam pero dae ka pwedeng makiaram,1,,
aram nata sadit pano kang elementary dara dara sampulong libro dae man tig gagamit,1,,
aanuhon gwapo permi tig kukulugan puso duman kana makanos mata makulog,1,,
aanhon gwapo bata kada kanto,1,,
minsan naman arug kaining buhay bako man perming maugma atleast permi magayon,1,,
kapag nag agda saimo inom sasabihon,1,,
para nagtuga saiya kras sya iniwasan lugod panu pa palan kng sinabi kong padaba sya ambida abroad haup,1,,
hale man tios pamilya pero ni minsan dae ini ikinasupog,1,,
oh dae pag uru artehi bhe sadiri ngani minsan dae tig titino ika pa,1,,
dae ka pwedeng hugakan tandaan dakulon kang bayadan,1,,
kapag nahiling akong tulala dae ka mahadit tig iisip ma seksi pa,1,,
durante kan piggigibo an pagheherasherasan nin arak cake asin burak kan bagong kasalon alkalde peña asin an saiyang primera dama maam ying an ladawan nin kaogmahan pagmasid pinagsararo an puso,1,,
siring man an nagatendir nagapreciar kan pangkagabsan ceremonia,1,,
ini an orug binagayan kan romantikong musica dagdag kagayonan bongga alagad solemneng kasalang bayan,1,,
kinumfirmar kan municipal police station libmanan pamamayo ni chief of police lt col alex peñafiel an nangyaring operasyon naarestar an pigngaranan sanang alias cpl anthon nabawi posisyon kan suspek an pitong plastic sachet nin gramo nin shabu cantidad nin p13m duwang badil calibre asin rifle kabale an bala,1,,
an suspek sarong bicolano asin taga ciudad nin iriga pigtutubodan isusuplay rinconada area an ilegal droga,1,,
halawig an ralamagan kan grupo nin awtoridad hale provincia nin quezon sundo camarines sur,1,,
pinangenotan an operasyon kan special unit kan pnp drug enforcement group koordinasyon awtoridad luzon field unit provincial intelligence unit kan camarines sur regional police drug enforcement unit integrity monitoring enforcement group mps libmanan asin iba grupo nin awtoridad,1,,
mientras tanto inomaw ni pbgem andre dizon rd pro5 an grupo nin awtoridad responsabli pagkakadakop kan suspek mantang padagos an saindang kampanya laban ilegal droga nganing masangat nin caso jusgado an suspek,1,,
sinabi ni lt col penafiel an suspek tolos sinangatan nin caso pagbalga kan section asin kan acta republica comprehensive dangerous drug act of,1,,
siring piglalaoman nagboses an nagueño sarong survey dating bise presidente maria leonor g robredo iyo an tinatangkuros ciudad nin naga magin alcalde eleksyon mayo,1,,
survey pigkundusir kan ateneo social science research center barangay kan ciudad respondents robredo iyo an nangenotan nakakua nin por ciento nagsunod alcalde nelson legacion nakakua nin por ciento nagsunod sinda fortunato tato mendoza por ciento representante gabriel h bordado jr kan tercer distrito kan camarines sur por ciento asin noel de luna por ciento,1,,
an dating vp agom niya dilg secretary jesse robredo mawot ipadagos an legacia good governance mientras mawot kan nagueño magiging angat sinda liderato kan gobiernong tapat,1,,
dawa dai pa nagkukumfirmar robredo madalagan cargong alcalde alagad nasisilag an saiyang plano asin hiro mala ngani rehistrado botante kan barangay concepcion pequeña hale dating voting precinct barangay carangcang magarao camarines sur,1,,
legacion enot nagsabi ma reelection alagad pinakahuring pahayag media planong magdalagan cargong congresista tercer distrito kan camarines sur,1,,
kapag namoot ka dapat saru ta muya duwa dapat ginibo lima nasupog kapang hayop ka,1,,
minsan tig hahapot sadiri dae man nagpaparabalad pero nata ta garu dae nag puputi,1,,
nagkatok sarung ahente kan vacuum cleaner sarung harung pag bukas ni misis kan pinto sabay laog man su ahente asin winagas sarung plastik udo,1,,
amin nag mumuda iyo kaya an way para mailuwas dagit mas maray an kasya man bigla akong mang latub,1,,
duman ka tawong pipilion ka maski minsan ugali garu kasta,1,,
sus ruluway luway batch nakaka duwa kamong aki uni pipa uli ni pa buda ma ta nasobrahan daa rabas,1,,
an lawas daa garu gasul labot ika ngani coca cola body man kuta pero pandok garu tansan,1,,
maski pa problema ngunyan dawa pa pinag aagihan ngunyan ini tandaan kasalan an,1,,
pa lock lock kapa kan profile garu kaman ngani ukay,1,,
muklat wara lamang sakuya jan ma good morning waragason ining sinanlag,1,,
taod kana uli para ngunyan ini,1,,
kagayunan depende mood kan naghihiling kaya nakanusan ka sako aw wara ka mood,1,,
buhay niato warang bagay sigurado por dahil kada segundo gabos pwede bago,1,,
mood minsan maribok minsan dae nag riribok pero depende nag sasanib,1,,
deputa wara lng sada haraputan,1,,
kapag kinasal limang orig bangot pansit,1,,
bhe chat sabihon buyungon nag wawala saksak gadan,1,,
pading mitoy habu q tungag ka,1,,
amo baga recruit tungag man,1,,
kinder pa kita aram bako kamo paratal patalon hshahshhahhahahahahha,1,,
shuta man kasi gumagamit name di man famous taz manghihingi pa dollars pinoy pa patalon su scammer,1,,
kadakol ngane pogi liga patalon man karawat,1,,
patal pantalon tudo dalagan,1,,
oh nag batok sarong player gayud ini natamaan gayud post pag ma basketball ngane iling ring bako chix dae kaya para pa kyut lintian,1,,
halangkaw man ngane patalunon man,1,,
daog mi sanang makanos kanos ta pansabak pandok,1,,
lado ni bordado haloy nagpahayag mayong ambisyon maghuros puestong alcalde masunod eleksyon mantang ultimo termino bilang congresista asin mapahingalo politica,1,,
mendoza nagsabi kun macandidato robredo cargong alcalde madalagan bilang bise alcalde asin de luna dai pa maaraman kun mabuelta laban politica naga tercer distrito kan provincia,1,,
an research center kan ateneo pigtitiwalaan kan publico huli ta enot survey kun eleksyon iyo man an naluwas resulta eleksyon,1,,
pinangenotan ni atty leni robredo principal sulpicio alferez iii asin iba pa kan sabado hunyo an ground breaking ceremony kan itutukdok female dormitory laog kan laguerta kan camarines sur national high school ciudad nin naga saro naman proyecto kan angat buhay asin kapartners ngunian taon nganing maestaran kan estudiantes hale pa ibang lugar,1,,
grupo nin paraoma bicol apektado kan el niño nagrerecibe nin ayuda finansyal saka libreng banhi,1,,
regional director virgilio eduarte nagsabi igua sindang koordinasyon deped nganing iimplementar an rehabilitasyon kan raraot school building kabale inagihan nin calamidad,1,,
pinakahuring listahan kan dpwh abot school buildings anom provincias kan kabikolan an dapat mahirahay tanganing magamit kan estudiantes school year,1,,
maninigo an rehabilitasyon kan edificio kan escuelahan nadestroso kan nakaaging calamidad tahaw kan perming pagkulangkulang nin classroom kan deped,1,,
igua total php140milyones fondo hale saindang opisina sentral nganing gamiton kaparejong proyecto pa kan dpwh,1,,
mientras tanto igua evacuation centers an pinatugdok kan dpwh bilang pagandam man calamidad nganing dai maggamit nin classrooms,1,,
php30m hasta php35m an fundo kan ahencia cada evacuation center mantang duwa cada taon an saindang pinapatindog pigponan kan naagi taon alagad sunod taon igua apat bagong matatapos edificio,1,,
an department of health doh bicol pinahiro an hospital kan gobierno paurogon an advocacia laban naglalangkaw nin caso kan human immunodeficiency virus hiv,1,,
bicol medical center bmc ciudad nin naga pinaapod press conference sinabi ni dr joey ranola an jefe kan epidemiologist department kan hospital kinakaipuhan dai pa malala an helang magpaexamin tolos laborartoryo paagi kan bmc treatment hub nganing dai mahulog aids acquired immunodeficiency syndrome asin iba treatment hub siring kan city health office ciudad nin naga,1,,
madaling dakuton kan helang an sarong pasyente asin laog nin sarong bulan sagcod infected kan caso alagad an iba dai nakakaaram kan saindang kamugtakan sagcod lala an helang an pasyente nagkakaigua nin kalintura kulog payo asin sore throat,1,,
kun infected an sarong pasyente nagpapaluya kan saindang immune system macausa nin iba kahelangan siring kan tuberculosis severe bacterial infections cancer maging meningitis,1,,
huli kaini sinabi pa kan bmc kun grabe an tama dai kaya kan antibiotic bulong,1,,
an solusyon dapat magpaconsulta examin nin amay laboratoryo alagad piglinaw bako gabos helang nin hiv igua aids,1,,
datos kan ahencia an ciudad nin naga saro halangkaw caso nagsakat dagos pigdeclara category a pinakahuring listahan igua caso kabikolan kan maikurit ini kan nagkaigua nin caso kan nagsakat kan sagcod naglangkaw ngunian taon,1,,
sinabi man ni grace guevara chief medical technologist kan naga city hygiene clinic unit nagdadakul an nagpapaexamin sainda tahaw kan ginigibong advovacia kan gobierno sagcod barangay yaon man an grupo kan barangay health workers,1,,
nakakatabang an advocacia kan doh amay nagpapaexamin laboratoryo nganing maaraman tolos an status kan saindang pagduda kun igua tinamaan kan helang,1,,
pigdadayo nin ginatos kliyente an extension office land transportation office lto pili camarines sur huli ta igua dagdag services siring kan lto district office ciudad nin naga,1,,
transaksyon bako hale pagtaraid banwaan envez hali pa partido area mientras an saindang services kinababalehan kan minasunod,1,,
katuyohan bugtakan nin extension office kan lto ciudad nin naga nganing dai madificilan hale ibang banwaan dai magpasiring ciudad envez harani an pili extension office,1,,
bago asin mahiwas an lto pili eo inaguraran kan nakaaging bulan naging juespe de honor sinda cyril d velasco presidente kan nh holdings corp asin representante kan key2 private motor vehicle inspection bilog an suporta ninda pagkaigua nin bagong facilidad nganing madara an serbisyo kan ahencia nganing maparani publico,1,,
bicolanong habo iboto leni bako oragon kundi patal patalon,1,,
eu man baga sisay kayang patal patalon dae madapa,1,,
naks honor student tapos patalon lalaki,1,,
patalon foul pero pin,1,,
kupido minsan patalpatalon man pana,1,,
hi ex pasiram akong pasiram patalon ka kaya nasa karne kana naghanap kapang balaw,1,,
nagloko ka naman kaso nadakop taka patalon ka kaya,1,,
aram sadpost ngiritan kapatalan,1,,
medyo patal patalon ka part nag wawallet ka tapos mayo man kwarta arayku tuminablada sako,1,,
kaya patalon talaga math,1,,
kaya palan patal patalon akong hayop,1,,
jhovie hshs sasutona kapatal patal ika maga lug trabaho dmo aramun kan trabaho lulugan naga unga tultol kan taw dapat sisimbag mong tultol hiring hiring ka naaraman gari kana patalunon ika palibhasa wara man ika pag kaaram nikan hiring di ka post patal ka,1,,
patalunon driver inda okey ina,1,,
patalunon tanggulong bga,1,,
lord mahabang pasensya please patalunon,1,,
ngunian afuera pinaenot lto district office ciudad nin naga nagkaigua pamplona ragay ciudad nin iriga asin an partido district office tigaon camsur,1,,
tios naga mas dakul pakalihis kan limang taon,1,,
sarong research paper an pigpaluwas kan ateneo social science research center nagpapaheling mas dakol residentesbotantes syudad nin naga an pigkokonsiderar an saindang sadiri komo tios mayong pinagbago nakalihis limang taon,1,,
nasambit pahina maheheling man an taga syudad nagkumpara kan saindang buhay pakalihis nin limang taon digdi gainers nagsasabing mas marhay an buhay presente,1,,
pigkarkulong residentes an nagsasabing dati mayong pinagbago an buhay mantang pigheheling an sadiri komo losers nagsasabing nagin malala an sitwasyon,1,,
pigaram man kan unibersidad an pagheling kan respondents kalidad kan saindang buhay masunod tolong taon ini an naglalaom magigin mas marhay an saindang buhay nagsasabing parehas mayo nin magigin pagbabago mantang an nagsasabing mas malala an saindang sitwasyon,1,,
tolo taga naga an mayo nin idea kun anu man naggad an nagin buhay laog nin limang taon asin an net gainers,1,,
pigaram man kan unibersidad an pagheling kan respondents kalidad kan saindang buhay masunod tolong taon ini an naglalaom magigin mas marhay an saindang buhay nagsasabing parehas mayo nin magigin pagbabago mantang an nagsasabing mas malala an saindang sitwasyon,1,,
tugot ka ika darna pero ipot hahalunon,1,,
naghihibi ngani tawo sinugo pa sapna,1,,
minsan pirmi malibong alimantak,1,,
pirmi kamo nakiki aram kang buhay saindo lugod,1,,
tigtatago man akong talino dae aram sain tinago,1,,
maugmahon mang pikon try sako ta malagatob ka,1,,
ma salamat pagkudos sakuya ta dae warang maitsura pamilya ta,1,,
